year,round,circuit_ref,circuit_type,driver_code,constructor_ref,grid_position,finish_position,is_dnf,pos_gain,points_scored,laps_completed,status_finished,pace_delta_ms,avg_fast_corner_kmh,avg_medium_corner_kmh,avg_slow_corner_kmh,avg_speed_kmh,full_throttle_pct,min_speed_kmh,top_speed_kmh,avg_lap_ms,min_lap_ms,std_lap_ms,total_valid_laps,avg_tyre_life,max_tyre_life,personal_bests,soft_pct,medium_pct,hard_pct,lap_consistency,pb_rate,s1_best_ms,s2_best_ms,s3_best_ms,total_best_ms,s1_delta_ms,s2_delta_ms,s3_delta_ms,total_sector_delta_ms,ct_desert,ct_high_speed,ct_mixed,ct_street,lap_time_delta_pct,best_lap_delta_pct,grid_position_pct,top3_finish
2022,3,albert_park,street,BOT,alfa,0,8,0,,4.0,58,1,-4.328008577478191,238.0,152.0,75.0,218.0,63.0,55.0,312.0,91982.53448275862,81651.0,16865.796135098986,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18335868031838526,0.0,,,,,,,,,0,0,0,1,-0.2262821070876684,-1.0350887824980304,-0.05263157894736842,0
2022,3,albert_park,street,GAS,alphatauri,0,9,0,,2.0,58,1,-4.405445183290707,238.0,152.0,75.0,218.0,63.0,55.0,312.0,92116.70689655172,82731.0,16672.024928855302,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18098806927149713,0.0,,,,,,,,,0,0,0,1,-0.08074490659540252,0.27392279255802676,-0.05263157894736842,0
2022,3,albert_park,street,ALB,williams,0,10,0,,1.0,58,1,-1.5883333333333431,238.0,152.0,75.0,218.0,63.0,55.0,312.0,92171.20689655172,82589.0,16912.831133163338,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18349364950971553,0.0,,,,,,,,,0,0,0,1,-0.021628600921275134,0.10181201139324889,-0.05263157894736842,0
2022,3,albert_park,street,ZHO,alfa,0,11,0,,0.0,58,1,-4.328008577478191,238.0,152.0,75.0,218.0,63.0,55.0,312.0,92211.08620689655,82541.0,16310.425509185337,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1768813944192045,0.0,,,,,,,,,0,0,0,1,0.021628600921259348,0.04363371916853524,-0.05263157894736842,0
2022,3,albert_park,street,STR,aston_martin,0,12,0,,0.0,58,1,-12.522666666666671,238.0,152.0,75.0,218.0,63.0,55.0,312.0,92243.89655172414,83592.0,16589.75007868778,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1798465882171984,0.0,,,,,,,,,0,0,0,1,0.05721807567541688,1.3174959093388279,-0.05263157894736842,0
2022,3,albert_park,street,MSC,haas,0,13,0,,0.0,57,1,-2.91,238.0,152.0,75.0,218.0,63.0,55.0,312.0,92435.28070175438,83006.0,16580.682303032198,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1793761232416261,0.0,,,,,,,,,0,0,0,1,0.26481300988405065,0.6072359250954488,-0.05263157894736842,0
2022,3,albert_park,street,MAG,haas,0,14,0,,0.0,57,1,-2.91,238.0,152.0,75.0,218.0,63.0,55.0,312.0,92464.49122807017,83071.0,17933.84605205118,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1939538715225944,0.0,,,,,,,,,0,0,0,1,0.29649775121590705,0.6860190291497485,-0.05263157894736842,0
2022,3,albert_park,street,TSU,alphatauri,0,15,0,,0.0,57,1,-4.405445183290707,238.0,152.0,75.0,218.0,63.0,55.0,312.0,92506.29824561403,83342.0,16592.489970686085,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17936605707247374,0.0,,,,,,,,,0,0,0,1,0.3418459425635507,1.0144839706684443,-0.05263157894736842,0
2022,3,albert_park,street,LAT,williams,0,16,0,,0.0,57,1,-1.5883333333333431,238.0,152.0,75.0,218.0,63.0,55.0,312.0,92579.49122807017,83882.0,15691.93025789599,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16949682969458993,0.0,,,,,,,,,0,0,0,1,0.4212385797025979,1.6689897581964728,-0.05263157894736842,0
2022,3,albert_park,street,ALO,alpine,0,17,0,,0.0,57,1,-3.751190155696153,238.0,152.0,75.0,218.0,63.0,55.0,312.0,92931.0350877193,80846.0,18466.063812113087,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19870717887391046,0.0,,,,,,,,,0,0,0,1,0.802559208416001,-2.010787225016666,-0.05263157894736842,0
